	title	category
780	Polícia investiga falha mecânica em ônibus que virou em Paraty	nation
781	Força-tarefa da Lava Jato quer multa de R$ 6 bi da Odebrecht	nation
782	Policial é morto no Rio após ataque de traficantes na UPP da Mangueira	nation
783	Para delegado, Elize Matsunaga agiu sozinha ao esquartejar o marido	nation
784	Senado isenta templos religiosos que usam imóvel alugado de IPTU	nation
785	Em nível 'crítico', BH terá medidas para reduzir consumo de água	nation
786	Em aceno à oposição, Eduardo Cunha oferece comissão da Câmara ao PSDB	nation
787	Punições leves são péssima sinalização para o futuro	nation
788	Justiça manda invasores deixarem fazenda de amigo de Temer	nation
789	Brasileiros tornam-se sedentários antes dos 34 anos, aponta pesquisa	nation
790	Com limite de 80 km/h, 'marginais coreanas' ficam entre Haddad e Doria	nation
791	Após erro em nota, Portela e Mocidade vão dividir o título do Carnaval do Rio	nation
792	Força Nacional é acionada após ataques a ônibus no Maranhão	nation
793	Com impasse, vagas de cubanos devem ficar para brasileiros no Mais Médicos	nation
794	'Cidadão armado faz criminoso evitar contato com a vítima', diz autor	nation
795	Deslizamento de terra deixa mulher morta no Vale do Ribeira	nation
796	CPI do BNDES não convocará JBS; Eike e sobrinho de Lula serão chamados	nation
797	Apesar de decisão superior, bairros ainda viram condomínios pelo país	nation
798	Represas de São Paulo recuperam nível de cinco meses atrás	nation
799	PSOL questiona 'supersalário' de ministros do governo Temer	nation
800	Tribunal revoga uma das prisões do dono da UTC	nation
801	'Vamos continuar resistindo', diz líder do governo no Senado	nation
802	Presidente do STF autoriza USP a suspender 'pílula do câncer'	nation
803	Ministro da Justiça quer trocar direção da PF até outubro	nation
804	Cármen Lúcia se reúne com presidente do Senado para tratar caso Aécio	nation
805	Presidente do Supremo visita Senado e discute rito do impeachment	nation
806	Greenpeace usa dia da mentira para ironizar Alckmin por crise da água	nation
807	Lama de Minas deve atingir área de 9 km de mar no Espírito Santo	nation
808	36ª fase da Lava Jato investiga lavagem de mais de R$ 50 mi	nation
809	Dilma nega desconforto em ter Lula como ministro da Casa Civil	nation
810	PT quer investigação sobre blogueiro que recebe do governo paulista	nation
811	Em um ano na prisão, herdeiro da Odebrecht passou por 'conversão'	nation
812	Falha na CPTM deixa estações lotadas na zona leste de São Paulo	nation
813	Número de brasileiros que admitem beber e dirigir fica estável	nation
814	Seca já atinge 5 das 10 maiores regiões metropolitanas do país	nation
815	Temer chama ministros do PSDB e pede compromisso com governo	nation
816	Alalaô: Ensaio da Grande Rio reúne multidão em Duque de Caxias	nation
817	Após sair de culto de candomblé, menina de 11 anos leva pedrada no Rio	nation
818	Dilma usa 8 vezes mais palavras que carta de Getúlio e dilui impacto	nation
819	Lewandowski diz ser sua obrigação propor reajuste de ministros do STF	nation
820	Paulistanos tomaram menos banhos com a crise da água, aponta pesquisa	nation
821	Mortes: Digno amigo da família imperial brasileira	nation
822	Policial federal de folga reage a roubo e mata assaltante em São Paulo	nation
823	Calça jeans social confunde taxistas no 1º dia de novas regras de conduta	nation
824	Ministro do Supremo suspende operação da PF no Senado	nation
825	Delatores devem ser premiados, afirma advogada norte-americana	nation
826	Segundo reservatório de sistema que abastece o Rio atinge volume morto	nation
827	'Esquece, não vou renunciar a meu mandato, vou persistir', diz Cunha	nation
828	Farc não estão envolvidas em motins no Brasil, diz presidente da Colômbia	nation
829	Mesmo elogiado por Dilma, Ciro critica governo da petista	nation
830	Gringos deslumbrados com SP elogiam tamanho, diversidade e cultura	nation
831	Erundina diz que vai à votação contra Cunha: 'Sem o PSOL ele estaria na Presidência [da Câmara]'	nation
832	Governador do RN é alvo de operação da Polícia Federal	nation
833	Memorial do Institulo Lula enfatiza conquistas de petista e diminui FHC	nation
834	Relator da denúncia contra Temer diz que delação é apenas 'elemento de debate'	nation
835	Vácuo de poder piora violência, diz socióloga ex-ouvidora de polícia no Rio	nation
836	Ônibus tomba, mata dez pessoas e deixa 18 feridos no sul do Piauí	nation
837	Três suspeitos de roubo morrem em acidente em rodovia de SP	nation
838	Dilma se reúne com Temer para discutir cortes em ministérios	nation
839	Polícia investiga adolescentes de classe média por furtos em prédios em SP	nation
840	Ministério Público pede pena máxima a Cabral por 'ganância desenfreada'	nation
841	Anvisa aprova teste que detecta o vírus zika meses após infecção	nation
842	Em busca de 'Edgar', PF ouve empresário do setor imobiliário	nation
843	Crescimento de Jair Bolsonaro inclui Brasil em onda conservadora global	nation
844	Novos áudios da JBS são parte de 'guerra psicológica', diz Gilmar	nation
845	Renan defende desvincular subsídios do STF de demais cargos públicos	nation
846	Google será peça-chave para apurar acusação de uso de e-mail por Dilma	nation
847	Menina de dois anos é atingida por bala perdida e morre no Rio	nation
848	Amigo de Lula acusado de receber propina virou usineiro e quebrou	nation
849	Embraer prevê entregar cinco cargueiros à FAB até 2019	nation
850	Renan age para evitar reabrir Conselho de Ética do Senado	nation
851	Cerveró, Goes e Fernando Baiano ficam calados na CPI da Petrobras	nation
852	Janot denuncia Jucá sob acusação de receber propina da Odebrecht	nation
853	Procuradoria denuncia Pimentel pela segunda vez na Operação Acrônimo	nation
854	Após prisões, prefeita de Ribeirão Preto comenta operação anticorrupção	nation
855	Jovem de 17 anos morre ao ser atingido por pedra em assalto na Imigrantes	nation
856	Moro ignora Bolsonaro em encontro no aeroporto de Brasília	nation
857	Promotoria investiga esquema para fraudar licitações de ônibus pelo país	nation
858	Temer dá a Dilma acesso a dados de pedaladas fiscais em 2015	nation
859	Ao STF, Janot diz que inquérito contra Cunha é de 'nítido interesse público'	nation
860	Procuradoria pede cassação de mandato de vice-presidente do PTB	nation
861	Vítima de câncer em SP, assistente social cria casa de apoio a pacientes	nation
862	Grafiteiros são agredidos por homens no centro do Rio	nation
863	Decisão de fechar Paulista é simples e pode ser revista, diz Haddad	nation
864	Belo Horizonte decreta situação de emergência devido ao Aedes Aegypti	nation
865	Mais de 50 vítimas de acidente com trens já foram ouvidas pela polícia	nation
866	60% do esgoto circula a céu aberto, e 1/4 do país não tem coleta, diz estudo	nation
867	ABI cria novo prêmio de jornalismo para 2017	nation
868	Mortes: Usou a ginástica respiratória contra a asma	nation
869	Mortes: Um artista multimídia apaixonado por Vitória	nation
870	Estudantes são impedidos de assistir à votação de idade penal na Câmara	nation
871	Manobrista é morto a facadas por um flanelinha em Moema, zona sul de SP	nation
872	Independência do Banco Central será prioridade no Senado, diz Renan	nation
873	IDH brasileiro para de avançar, e país mantém 79ª posição em ranking	nation
874	Nelson de Sá: Das rádios aos mapas e nuvens on-line, batem os tambores da manifestação	nation
875	Assessor que atuou em caso de Geddel teve apoio de Cunha para conselho	nation
876	Mortes: Deixou os números para se dedicar às letras	nation
877	Sensação térmica no Rio passa os 44ºC e cidade deve ter Réveillon com 40ºC	nation
878	Decisão que protegia área do aquífero Guarani é suspensa em Ribeirão Preto	nation
879	Donos de avião de Campos tinham helicópteros, lanchas e carros de luxo	nation
880	Mural: Moradores relatam falta d'água em Caieiras desde sábado (10)	nation
881	Uso de imóvel da União por firma de Joaquim Barbosa foi regular, diz TRF	nation
882	Cunha poderá dizer de que lado está, diz autora de pedido de impeachment	nation
883	Explicação de Cunha para contas é frágil, dizem investigadores	nation
884	MTST protesta no Ministério das Cidades para pressionar Dilma	nation
885	Vergonha de ser brasileiro atinge recorde de 47%, diz Datafolha	nation
886	Veja as mortes e missas publicadas nesta quarta-feira	nation
887	Para Maia, votação sobre direitos de Dilma pode beneficiar Cunha	nation
888	Escolas de São Paulo ficam sem água e dispensam alunos na volta do recesso	nation
889	Em Salvador, Ivete declara-se a Gil: 'Te amo, painho, você é nosso mestre'	nation
890	Casal viaja em 'superbicicleta' para avaliar rios pelo Brasil	nation
891	Em sua origem, Bolsa Família foi criticado por 'focalização'	nation
892	Supremo me afastou com objetivo oculto, diz Cunha	nation
893	Lava Jato investiga se empréstimo irregular de R$ 12 mi beneficiaria PT	nation
894	'Bobo que vive zoando', suspeito de estupro foi do sorriso à algema	nation
895	Advogados e políticos fazem ato de desagravo a defensores de Lula	nation
896	Governo de SP 'cobre' córrego com pedras para salvar obra antirrodízio	nation
897	Senado adia conclusão de votação do fim de foro privilegiado	nation
898	Site jurídico JOTA estreia coluna digital na Folha	nation
899	Chuva provoca alagamentos, afeta aeroporto e prejudica o trânsito em SP	nation
900	Manifestação por intervenção militar bloqueia via em SP	nation
901	'Meu objetivo número 1 é quebrar o poder do tráfico', diz Barroso	nation
902	Temperatura cai cerca de 10°C e terça-feira será fria em São Paulo	nation
903	Temer recua e decide participar de encontro do G20	nation
904	Líder do governo no Senado volta a negar ter recebido propina	nation
905	Em reunião com Cármen Lúcia, juízes criticam ações do Legislativo	nation
906	Lei que barra mascarado em ato está parada com Alckmin há mais de 1 ano	nation
907	Senado reage ao STF e aprova em 1º turno fim do foro privilegiado	nation
908	Lula diz que está 'decepcionado' com Palocci, mas manterá agenda	nation
909	Lewandowski faz lobby enquanto conduz processo do impeachment	nation
910	Homem tenta se jogar da cúpula do Congresso Nacional	nation
911	Irmã de Teori diz que ele reclamava de cansaço e pensava em parar	nation
912	Acusado de falsidade ideológica, Maluf vira réu pela quarta vez no STF	nation
913	Operação Lava Jato ajuda fiscalização da Receita Federal	nation
914	Usinas da gestão Delcídio deram mais prejuízo que compra de Pasadena	nation
915	Instituto Nacional de Câncer defende taxação de bebidas açucaradas	nation
916	Grupo invade shopping, explode caixa eletrônico e troca tiros com PM em SP	nation
917	Ministro revoga construção de 11.250 unidades do Minha Casa, Minha Vida	nation
918	Mortes: Apresentou ao mundo o cinema brasileiro	nation
919	Cantor Cristiano Araújo e namorada morrem em acidente de carro em GO	nation
920	Rajada em megarroubo manteve casal paraguaio três horas debaixo da cama	nation
921	Hospital confirma primeiro caso de zika na Baixada Santista	nation
922	"Ameaça de bomba esvazia sede do jornal ""O Estado de S. Paulo"""	nation
923	Após mudança na fiscalização, prisões pela Lei Seca crescem 1.900% em SP	nation
924	Lula, Aécio, Marina e demais cotados para 2018 têm alta rejeição, diz Ibope	nation
925	Fizemos de SP um oásis na calamidade financeira do país, diz Haddad	nation
926	Advogado é preso após tentar furtar banco no interior de SP	nation
927	Bilhete Único anônimo tem recarga suspensa em São Paulo	nation
928	Oposição acusa governo de reeditar decreto rejeitado e derruba MP	nation
929	Em depoimento, Cunha diz ter aneurisma e reclama da prisão	nation
930	Após rompimento de Cunha, governo fala em 'crise institucional gravíssima'	nation
931	Câmara termina contagem de assinaturas de pacote anticorrupção	nation
932	'Considero Lula um líder, não um chefe', diz Tarso	nation
933	'Enormes construções' ameaçam a dinâmica das cidades, diz socióloga	nation
934	Mulher de marqueteiro vai dividir a cela com duas acusadas de tráfico	nation
935	Homem é detido duas vezes em menos de 24 horas em Santos (SP)	nation
936	Crimes da Lava Jato desviaram ao menos R$ 2,1 bilhões da Petrobras	nation
937	Gilmar manda TRE-MG reabrir processo eleitoral contra Pimentel	nation
938	Prefeitura libera cobrança de preço fechado em corridas de táxi em SP	nation
939	Após derrota na CCJ, Cunha diz que vai ao Supremo em agosto	nation
940	Relação institucional com Temer prevalecerá, diz Jandira Feghali	nation
941	Empresário citado por Sérgio Machado nega pagamento de propina	nation
942	Mortes: Os sambas e as histórias de Chiquinho Vírgula	nation
943	Metrô faz 'operação belezura' em trens depenados, dizem funcionários	nation
944	Centrais vão se unificar contra 'patronato escravocrata', diz autor	nation
945	PT decide apoiar nome da oposição contra Rodrigo Maia	nation
946	Bairro de palafita no Recife é símbolo do descaso no combate ao Aedes	nation
947	Nova geração de coreanos dá ar moderno ao Bom Retiro, no centro	nation
948	Veja as manchetes dos principais jornais e revistas desta segunda-feira	nation
949	Promotoria investiga destinação de multas de trânsito em São Paulo	nation
950	Bar palco de chacina na Grande SP reabre vazio e com clima de medo	nation
951	Em programa de TV, PSDB critica 'presidencialismo de cooptação'	nation
952	Após demissão e denúncias na pasta do Verde, conselho de Doria se demite	nation
953	Após 14 dias da tragédia, lama de minérios chega ao centro de Colatina	nation
954	Vereadores de SP criam condições para aprovar acordo do parque Augusta	nation
955	Procurador atribui 'parada técnica' da Lava Jato a fatiamento pelo STF	nation
956	Federação da agricultura de SP diz que não favorece familiares de presidente	nation
957	Em pouco mais de 24 horas, Manaus registra dez casos de homicídio	nation
958	Planalto vê instabilidade pós-TSE e mira emprego para superar crise	nation
959	Lula diz que está 'ansioso' para prestar depoimento a Moro	nation
960	Graça Foster se diz 'envergonhada' por propina na Petrobras	nation
961	Por menos de 1%, Recife leva disputa para o 2º turno	nation
962	Crise leva Temer a aproximação com líderes da oposição	nation
963	Empresa de avião usado por Temer não pode voar no Brasil	nation
964	Renato Duque punia empresas que atrasassem propina, diz Youssef	nation
965	Não há irregularidades que deem razão a impeachment, diz José Serra	nation
966	Prefeita de Ribeirão Preto é presa por suspeita de fraude em contratos	nation
967	Economistas consideram novo ajuste positivo, mas de execução incerta	nation
968	Páginas em redes sociais expõem tortura e exaltam violência policial	nation
969	Mortes: Deixou o seminário para inovar na educação	nation
970	Após frio e chuva, semana será mais quente e seca em São Paulo	nation
971	Após distribuição de cargos, governo consegue reduzir traições	nation
972	Jornalista é encontrado decapitado no interior de Minas	nation
973	Lewandowski comanda votação, e senadores controlam ânimos	nation
974	Chuva causa deslizamento de terra e duas mortes em Petrópolis (RJ)	nation
975	Liminar do STJ concede prisão domiciliar a Adriana Ancelmo	nation
976	Após troca na Segurança, SP anuncia mudanças na cúpula das polícias	nation
977	Domingo termina com chuva forte e capital paulista em estado de atenção	nation
978	Pressão do público é fundamental para processos contra poderosos, diz Moro	nation
979	Indicada sob dúvidas, Dodge tem desafio de manter biografia intacta	nation
980	Doleiro diz que Planalto escolhia diretores quando partidos divergiam	nation
981	Fux diz que mandará decisão sobre pacote para plenário do STF	nation
982	Planalto cometeu três tipos de infrações; pedalar foi só uma delas	nation
983	Em meio à crise financeira, polícia do Rio faz protesto até segunda (14)	nation
984	Comissão aprova regulamentação do lobby no poder público	nation
985	Divulgada a pedido de Lula, cartilha do PT desagrada ao governo	nation
986	Debate sobre porte de armas renasce após comissão afrouxar estatuto	nation
987	Arquiteta de prédio que desabou em São Mateus é suspensa por conselho	nation
988	Após decisão do STF, despacho de juiz Sergio Moro volta a mencionar Lula	nation
989	Comunidade terapêutica é risco para viciado instável, diz líder do Cremesp	nation
990	Se fosse fácil, criminalidade seria menor onde há pena de morte	nation
991	Militantes do PT são hostilizados em panfletagem no centro de São Paulo	nation
992	Ação contra Cabral expõe joalherias e revela artifício de lavagem de dinheiro	nation
993	Conselho de Ética dá 'última chance' para Delcídio depor no dia 26	nation
994	STF rejeita aplicar restrição para propagandas de cerveja e vinho	nation
995	Evento em São Paulo propõe olhar multidisciplinar a síndrome de Down	nation
996	Comando do PT discute suspensão de Palocci do partido	nation
997	Dilma e sua falta de autocrítica	nation
998	Bombeiros acham corpo de mulher em escombros de igreja em Diadema	nation
999	Doria e Alckmin deixam evento às pressas em protesto na cracolândia	nation
1000	Procuradoria deve investigar Padilha após versão de Yunes sobre pacote	nation
1001	Petrobras orientou negócio com firma ligada ao filho de FHC, diz Cerveró	nation
1002	Fundo de R$ 3,6 bi para campanhas deve ser revisto, diz relator	nation
1003	Questões de Ordem: Aval do STF não tira nuvens sobre as delações	nation
1004	Opinião do passageiro vai influenciar pagamento a empresa de ônibus de SP	nation
1005	Em vídeo, Rui Falcão recomenda que petistas não baixem a cabeça	nation
1006	'Dilma fez agora o que deveria ter feito em novembro', diz Lula sobre reforma	nation
1007	EUA alertam gestantes para evitar ida ao Brasil e países expostos ao zika	nation
1008	Grampo da Lava Jato não viola tratado com Canadá, diz juiz	nation
1009	Advogado de PMs muda versão sobre tiro que matou garoto de dez anos	nation
1010	Vitória em Fortaleza fortalece projeto presidencial de Ciro	nation
1011	Veja as mortes e missas publicadas nesta sexta-feira	nation
1012	Decisão de ministros do STF de que aborto não é crime divide entidades	nation
1013	Na cadeia, lobista era solidário a presos e mantinha rotina de exercícios	nation
1014	Aliado de Cunha perde comando do Conselho de Ética da Câmara	nation
1015	Chuva diminui, mas ainda causa alagamento e afeta trens em São Paulo	nation
1016	Folha realiza debate sobre futuro dos jornais na próxima quarta	nation
1017	Gilberto Carvalho diz que lobista pediu a ele que advogasse por medida	nation
1018	Cemitérios de São Paulo viram focos de reprodução de mosquito	nation
1019	Polícia recupera na Grande SP carga roubada de dinamites	nation
1020	Cheia histórica do rio Acre mata duas pessoas; mais de 80 mil são afetados	nation
1021	Falta de vacinação expôs cidades de Minas Gerais à febre amarela	nation
1022	Com 13,8 mil infectados, Colômbia alerta para expansão do vírus zika	nation
1023	Promotoria vê 'indício de excesso' na ação da PM do Paraná em protesto	nation
1024	Para ministros do TSE, é difícil separar contas eleitorais de Dilma e Temer	nation
1025	Polícia faz operação para prender responsáveis por ataques em SC	nation
1026	PT exibe fissuras às vésperas de congresso partidário	nation
1027	Emílio Odebrecht admite erro e diz que empresa não pode ter elos podres	nation
1028	Alckmin decreta cortes e visa desconto mínimo de 15% no valor de contratos	nation
1029	Frederico Vasconcelos: Presos reformam escolas em MS	nation
1030	Ator Fábio Assunção é detido após brigar em festa de São João	nation
1031	Ano começa com 19 MPs na Câmara; 3 trancam a pauta	nation
1032	Braskem falsificou registros para ocultar propina	nation
1033	Ainda é cedo para 2018, mas Doria e Luciano Huck são 'o novo', diz FHC	nation
1034	Queda de aeronave acaba com sonho de unir uma família	nation
1035	Exército 'caça' mosquito da dengue em bairros com maior nº da doença em SP	nation
1036	Assim Como Você: Lá vem o Dia Down!	nation
1037	Após Cunha reclamar, presidente do STF pede informações ao juiz Moro	nation
1038	Em meio à crise, advogado ganha na Justiça direito de ter água o dia todo	nation
1039	O que devo fazer se estou sem luz em casa ou caiu uma árvore na rua?	nation
1040	Sobe para sete número de detentos mortos em presídio em Manaus	nation
1041	Dia de tiroteio em morros do Rio tem morador em pânico e escolas sem aula	nation
1042	Embalados por samba-enredo de 2016, integrantes de escola fazem tatuagens	nation
1043	Dilma sanciona MP do ajuste fiscal e honra acordo com grupo de Cunha	nation
1044	Teori tira o bode da sala de Temer, mas gera incógnitas	nation
1045	Temer se reúne com aliados para contagem 'realista' de votos	nation
1046	Relator do STF libera ao plenário denúncia de 2007 contra Renan	nation
1047	Promotoria investiga frota de mais de mil carros sem uso da PM do Rio	nation
1048	Aliados de Alckmin vencem disputas no interior de São Paulo	nation
1049	Tiririca esteve no hotel de Lula antes de votar a favor do impeachment	nation
1050	Para Cardozo, críticos são autoritários	nation
1051	Veja como está o trânsito nas regiões dos atos do Passe Livre em São Paulo	nation
1052	Estudante diz que só sobreviveu porque colocou cinto de segurança	nation
1053	Beto Richa faz críticas a ocupações de escolas por estudantes	nation
1054	Base de Temer barra votação na Câmara da PEC das diretas	nation
1055	Dilma vai a SP e deve se encontrar com Lula para discutir Previdência e sítio	nation
1056	'Se tivesse visão de Brasil, Cunha renunciaria', diz FHC	nation
1057	Maternar: Veja dicas para comprar troninhos e redutores de assento para crianças	nation
1058	Após série de crimes, necrotério de Natal amontoa corpos no chão	nation
1059	85% dos veículos envolvidos em acidentes já foram multados	nation
1060	Árvore de grande porte cai e interdita rua na zona sul de SP por 24 horas	nation
1061	Ministro da Fazenda nega que Lula tenha interferido no Banco Central	nation
1062	Motoristas de van escolar protestam em frente à Câmara de São Paulo	nation
1063	Janot denuncia ex-líder de Dilma sob suspeita de corrupção e lavagem	nation
1064	Incêndio destrói armazém de plástico e resina em Sumaré, no interior de SP	nation
1065	Cerveró fecha delação após entregar gravações que incriminaram senador	nation
1066	Preso suspeito de estupro é achado morto em presídio do Rio	nation
1067	No aniversário de São Paulo, Bexiga tenta resgatar tradição do bolo gigante	nation
1068	Rodovias de SP registram movimento normal; Régis ainda tem 5 km de filas	nation
1069	Operador de contas secretas do petrolão submerge na Suíça	nation
1070	Mortes: Rainha do pífano, Zabé morou em gruta na PB	nation
1071	Tribunal diz que PM pode mexer em cena de crimes praticados por colega	nation
1072	Contra fuga de cruzeiros, cidades do litoral dão até incentivo a navios	nation
1073	Ex-jogador Edilson vira réu em ação por fraude contra loterias da Caixa	nation
1074	Com fuzil, criminosos roubam candidatos em fila de emprego no Rio	nation
1075	Em depoimento, Lula perde paciência com pergunta sobre pedalinhos	nation
1076	Pesquisa mostra Lula liderando para presidente	nation
1077	Aeronáutica recolhe gravador de voz de avião em Paraty	nation
1078	Dilma deve ser notificada na quinta-feira, diz Renan Calheiros	nation
1079	Palocci diz que nunca se reuniu com lobista nem pediu nada a diretor	nation
1080	Voto 'decisivo' do impeachment de Dilma virá do Nordeste	nation
1081	Empresário diz que caixa 2 pagou contas do PT, mas isenta Haddad	nation
1082	CPI do BNDES marca depoimento de Bumlai para terça-feira	nation
1083	Ministro da Fazenda não é contra aumento da Cide, diz a interlocutores	nation
1084	Renan Calheiros diz que partidos da base aliada precisam 'conversar mais'	nation
1085	Designer portuguesa faz palestra na Folha sobre narrativas digitais	nation
1086	Distritão afetaria mais Assembleias que Câmara	nation
1087	Após confirmação de delação, Delcídio pede desfiliação do PT	nation
1088	Leia na íntegra a conversa entre o presidente Temer e Joesley Batista	nation
1089	Mortes: Fazia caridade vendendo lírios de papel crepom	nation
1090	Grupo atira tomates em protesto contra Gilmar Mendes em São Paulo	nation
1091	Enterro de vítimas de chacina tem clima de descrença na Justiça em SP	nation
1092	Há dúvida sobre ritos a serem seguidos no STF	nation
1093	Cotado para o STF defende que mulher obedeça ao marido	nation
1094	Mortes: Deixou Portugal, mas nunca a sua culinária	nation
1095	'Não toleramos mais': por que velhas piadas estão inflamando debate sobre racismo entre descendentes de asiáticos no Brasil	nation
1096	Chuva forte atinge São Paulo, afeta semáforos e deixa ruas às escuras	nation
1097	Mortes: Uma portuguesa que sabia tudo sobre plantas	nation
1098	Em audiência, funcionários da Sabesp aceitam suspender greve até o dia 23	nation
1099	Moradores de ocupação fazem lista de pedidos, mas Haddad não vai a evento	nation
1100	Líder do MST diz que trabalhadores rurais são pacatos demais	nation
1101	Isolado, PT lava as mãos em 12 capitais no segundo turno	nation
1102	Perito da Lava Jato contesta laudo pago por defesa de Michel Temer	nation
1103	Gestantes serão testadas para o zika em São Paulo	nation
1104	Petrobras diz que comissão culpou ex-diretores por falhas no Comperj	nation
1105	Cuba ameaça cassar diploma de médico com parentes no Brasil	nation
1106	Viagem oficial de cúpula do Congresso prevê turismo	nation
1107	Morte de reitor da UFSC não é motivo para falsear opinião, dizem entidades	nation
1108	Painel: Dilma congela mudança no indexador das dívidas e irrita Haddad	nation
1109	Homem que atuava em ambulâncias em SP é preso sem registro médico	nation
1110	Detentos continuam rebelados em telhados no presídio de Alcaçuz, no RN	nation
1111	Silêncio de Dilma sobre Delcídio é acinte à inteligência, diz Aécio	nation
1112	Polícia prende em SP mulher suspeita de ter cargo de chefia em facção	nation
1113	Fazenda e BC foram alvos de disputa no início da era FHC, dizem diários	nation
1114	Régis Bittencourt tem 15 km de lentidão no sentido São Paulo	nation
1115	Direita tenta renascer, mas falta militância, afirmam especialistas	nation
1116	STF quer que Congresso esclareça se fará nova sabatina de ministros	nation
1117	Dilma anuncia trocas no comando das Forças Armadas	nation
1118	Jovens 'liberais' dão aula pública sobre transporte público de São Paulo	nation
1119	"""O carro está morto nas cidades"", diz especialista espanhola em mobilidade"	nation
1120	No retorno da Câmara, nem todos os partidos definiram líderes	nation
1121	Homem vestido de Papai Noel rouba helicóptero no interior de SP	nation
1122	Após mudança, associação de aéreas promete passagens a preço mais baixo	nation
1123	Índice de motoristas alcoolizados em blitze despenca em São Paulo	nation
1124	Acampamento na avenida Paulista reúne cerca de 200 manifestantes	nation
1125	Senador Luiz Henrique nega ter furado fila do SUS para paciente em SC	nation
1126	Jucá senta ao lado de Renan e gera bate-boca	nation
1127	Secretário diz que nomeação de ex-sócio contraria interesses de Sarney	nation
1128	'Ou o governo muda, ou o povo muda o governo', diz Romero Jucá	nation
1129	Moro autoriza Presidência a retomar bens depositados por Lula em cofre, segundo a Polícia	nation
1130	Haddad inaugura Centro de Cidadania LGBT e enfrenta avalanche de selfies	nation
1131	Moraes deve ser aprovado em sabatina tensa no Senado nesta terça	nation
1132	Panelaços não farão Dilma se intimidar, diz novo ministro da Secom	nation
1133	Empresários querem Dilma fora, mas temem contágio com Cunha	nation
1134	Dilma chega a Nova York sem falar de denúncia de empreiteiro	nation
1135	Governo de SP abrirá linha de crédito para produtores rurais do Alto Tietê	nation
1136	Aécio diz que PSDB 'não comemora nem lamenta' novas prisões	nation
1137	Após fala na ONU, Dilma almoça no MoMA e vai a exposição em NY	nation
1138	Temporal deixa SP em atenção, causa alagamentos e afeta trens do Metrô	nation
1139	Comissão do Senado aprova medida que inibe coligação proporcional	nation
1140	Orgulhoso da profissão, catador morto com flecha era apaixonado pelas netas	nation
1141	Painel: PT quer lançar novo manifesto para tentar sair da crise	nation
1142	STJ mantém ex-diretores da Petrobras Duque e Cerveró presos	nation
1143	Decisão de poupar direitos de Dilma racha base de Temer no Congresso	nation
1144	Novo ministro do TSE foi motorista de deputado enquanto estudava direito	nation
1145	Pontapé no impeachment divide empresários e sindicalistas	nation
1146	'Manifestantes dormiram demais', diz Geddel sobre voto de Temer	nation
1147	Empresa doa US$ 1 milhão ao Unicef e lança base mundial para mapear zika	nation
1148	Incêndio em clínica de reabilitação deixa três mortos em Mairiporã	nation
1149	Matarazzo vota nas prévias do PSDB em SP e critica campanha de Doria	nation
1150	Deputado do PT diz que Youssef pagou dívida de André Vargas	nation
1151	Cunha procura Lewandowski e pede pressa em decisão sobre Moro	nation
1152	Chuvas provocam morte, alagamentos e interdições de rodovias no sul do país	nation
1153	Ministros do STF defendem tirar de Moro e Teori braços da Lava Jato	nation
1154	Estudantes da Unesp protestam durante visita de Alckmin ao interior	nation
1155	Ex-deputado Cândido Vaccarezza é preso em nova fase da Lava Jato	nation
1156	Com bike e roupa amarela, família vai às ruas por doações de sangue no PR	nation
1157	Bairros rejeitam zoneamento que garante áreas de moradia popular	nation
1158	EUA têm primeira morte por zika; 'ameaça grave e urgente', diz Hillary	nation
1159	Grupo explode caixa eletrônico dentro do shopping Jardim Sul	nation
1160	Em BH, líderes se distanciam dos demais candidatos, de acordo com pesquisa do Datafolha	nation
1161	São Paulo terá desfile de bandas e fanfarras no domingo	nation
1162	Polícia Federal divulga lista com criminosos mais procurados do país	nation
1163	Com queda de temperatura, SP terá dias de inverno a partir de quarta-feira	nation
1164	Aumento de teto em SP pode estourar limite de despesas, diz governo	nation
1165	Garotinho é preso quando apresentava programa de rádio no Rio	nation
1166	STF nega indenização a Mato Grosso por desapropriação de terras indígenas	nation
1167	Recuperação brasileira vai demorar, dizem economistas	nation
1168	Em meio às ondas de frio, Sul do país registra ao menos 12 mortes	nation
1169	D. Paulo Evaristo Arns participa de homenagem por seus 95 anos	nation
1170	Moro só deve analisar denúncia contra Lula na semana que vem	nation
1171	Rito mais ágil da Assembleia de SP resulta em atropelo, diz oposição	nation
1172	País tem sistema falho para detectar tornados e microexplosões climáticas	nation
1173	Falha técnica interrompe circulação em linhas de trens da CPTM em SP	nation
1174	Delação de ex-vice da Caixa também cita Henrique Alves	nation
1175	Janot diz que Temer deu aval a propina e queria Cunha 'controlado'	nation
1176	Aldemir Bendine, do Banco do Brasil, é o novo presidente da Petrobras	nation
1177	Corrupção da Lava Jato pagaria 2 anos de orçamento da Procuradoria, diz Janot	nation
1178	Irmã de Aécio chora e diz que não recebeu propina pelo tucano	nation
1179	Polícia divulga retrato falado de suspeito de matar rapaz com pedrada	nation
1180	Renan Calheiros nega que PMDB vá pleitear Ministério da Educação	nation
1181	Câmeras podem ajudar na busca a ladrões de R$ 7 mi em Campinas	nation
1182	Lobista diz ter feito pagamentos a políticos e funcionários da Petrobras	nation
1183	Temer diz não cogitar disputar reeleição em 2018	nation
